name,Age,G,GS,MP,FG,FGA,FGP,Three_P,Three_PA,Three_PP,Two_P,Two_PA,Two_PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,place,team,team_abbr
Ramon Sessions,25,41,4,1006,141,354,0.398,26,62,0.419,115,292,0.394,0.435,122,147,0.83,19,108,127,212,27,1,82,63,430,2012,Cleveland,Cavaliers,CLE
Daniel Gibson,25,35,7,916,87,248,0.351,55,139,0.396,32,109,0.294,0.462,34,43,0.791,11,90,101,76,26,16,45,69,263,2012,Cleveland,Cavaliers,CLE
Samardo Samuels,23,54,0,825,105,231,0.455,0,0,0.0,105,231,0.455,0.455,82,117,0.701,63,117,180,20,20,20,56,113,292,2012,Cleveland,Cavaliers,CLE
Anderson Varejão,29,25,25,785,114,222,0.514,0,4,0.0,114,218,0.523,0.514,43,64,0.672,109,178,287,43,35,17,45,62,271,2012,Cleveland,Cavaliers,CLE
Donald Sloan,24,25,11,608,71,176,0.403,2,22,0.091,69,154,0.448,0.409,21,26,0.808,15,44,59,92,10,3,42,32,165,2012,Cleveland,Cavaliers,CLE
Manny Harris,22,26,5,456,60,150,0.4,12,36,0.333,48,114,0.421,0.44,41,59,0.695,11,59,70,31,13,6,27,28,173,2012,Cleveland,Cavaliers,CLE
Ryan Hollins,27,24,7,362,28,56,0.5,0,0,0.0,28,56,0.5,0.5,33,55,0.6,25,31,56,6,4,12,24,55,89,2012,Cleveland,Cavaliers,CLE
Semih Erden,25,28,9,333,39,74,0.527,0,0,0.0,39,74,0.527,0.527,21,41,0.512,20,52,72,9,10,5,16,60,99,2012,Cleveland,Cavaliers,CLE
Lester Hudson,27,13,0,314,59,151,0.391,15,61,0.246,44,90,0.489,0.44,32,38,0.842,7,39,46,35,14,3,30,26,165,2012,Cleveland,Cavaliers,CLE
Luke Walton,31,21,0,299,18,51,0.353,7,16,0.438,11,35,0.314,0.422,0,0,0.0,7,28,35,30,3,1,25,32,43,2012,Cleveland,Cavaliers,CLE
Luke Harangody,24,21,1,231,23,65,0.354,5,21,0.238,18,44,0.409,0.392,9,12,0.75,20,33,53,6,6,3,4,17,60,2012,Cleveland,Cavaliers,CLE
Mychel Thompson,23,5,3,95,7,24,0.292,4,11,0.364,3,13,0.231,0.375,0,0,0.0,0,5,5,7,2,1,5,8,18,2012,Cleveland,Cavaliers,CLE
Christian Eyenga,22,6,0,83,3,19,0.158,1,2,0.5,2,17,0.118,0.184,2,6,0.333,3,9,12,4,3,4,2,7,9,2012,Cleveland,Cavaliers,CLE
D.J. Kennedy,22,2,0,59,5,12,0.417,2,4,0.5,3,8,0.375,0.5,0,2,0.0,1,6,7,3,2,0,3,7,12,2012,Cleveland,Cavaliers,CLE
Ben Uzoh,23,2,0,13,2,5,0.4,0,0,0.0,2,5,0.4,0.4,0,0,0.0,2,2,4,2,1,0,0,1,4,2012,Cleveland,Cavaliers,CLE
LeBron James,27,62,62,2326,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,2012,Miami,Heat,MIA
Chris Bosh,27,57,57,2007,393,807,0.487,10,35,0.286,383,772,0.496,0.493,229,279,0.821,94,358,452,103,51,45,117,128,1025,2012,Miami,Heat,MIA
Mario Chalmers,25,64,64,1825,223,498,0.448,101,260,0.388,122,238,0.513,0.549,80,101,0.792,16,155,171,222,97,11,142,166,627,2012,Miami,Heat,MIA
Dwyane Wade,30,49,49,1625,416,837,0.497,15,56,0.268,401,781,0.513,0.506,235,297,0.791,73,164,237,225,82,63,129,110,1082,2012,Miami,Heat,MIA
Udonis Haslem,31,64,10,1589,151,357,0.423,0,0,0.0,151,357,0.423,0.423,83,102,0.814,117,353,470,42,35,24,60,142,385,2012,Miami,Heat,MIA
Shane Battier,33,65,10,1499,113,292,0.387,62,183,0.339,51,109,0.468,0.493,23,37,0.622,56,100,156,82,64,33,37,105,311,2012,Miami,Heat,MIA
Joel Anthony,29,64,51,1349,85,152,0.559,0,0,0.0,85,152,0.559,0.559,49,71,0.69,100,150,250,9,36,84,45,126,219,2012,Miami,Heat,MIA
Norris Cole,23,65,2,1260,177,450,0.393,21,76,0.276,156,374,0.417,0.417,66,85,0.776,21,70,91,133,44,2,105,124,441,2012,Miami,Heat,MIA
Mike Miller,31,39,2,752,91,209,0.435,53,117,0.453,38,92,0.413,0.562,2,5,0.4,22,106,128,42,14,6,30,58,237,2012,Miami,Heat,MIA
James Jones,31,51,10,666,57,150,0.38,46,114,0.404,11,36,0.306,0.533,25,30,0.833,6,43,49,19,17,9,10,45,185,2012,Miami,Heat,MIA
Terrel Harris,24,22,1,318,29,83,0.349,8,39,0.205,21,44,0.477,0.398,14,21,0.667,18,33,51,26,9,2,25,34,80,2012,Miami,Heat,MIA
Dexter Pittman,23,35,6,301,44,94,0.468,0,0,0.0,44,94,0.468,0.468,18,28,0.643,27,44,71,9,8,8,17,73,106,2012,Miami,Heat,MIA
Ronny Turiaf,29,13,5,221,16,30,0.533,0,1,0.0,16,29,0.552,0.533,13,22,0.591,19,39,58,5,8,14,8,32,45,2012,Miami,Heat,MIA
Juwan Howard,38,28,0,190,17,55,0.309,0,0,0.0,17,55,0.309,0.309,8,10,0.8,18,29,47,10,4,1,20,18,42,2012,Miami,Heat,MIA
Eddy Curry,29,14,1,83,12,26,0.462,0,0,0.0,12,26,0.462,0.462,6,8,0.75,4,8,12,1,0,2,10,17,30,2012,Miami,Heat,MIA
Mickell Gladness,25,8,0,28,1,3,0.333,0,0,0.0,1,3,0.333,0.333,0,0,0.0,1,10,11,2,1,1,3,8,2,2012,Miami,Heat,MIA
Dwight Howard,26,54,54,2070,416,726,0.573,0,7,0.0,416,719,0.579,0.573,281,572,0.491,200,585,785,104,81,116,175,159,1113,2012,Orlando,Magic,ORL
Ryan Anderson,23,61,61,1964,332,757,0.439,166,422,0.393,166,335,0.496,0.548,150,171,0.877,224,247,471,54,50,26,57,146,980,2012,Orlando,Magic,ORL
J.J. Redick,27,65,22,1765,248,584,0.425,112,268,0.418,136,316,0.43,0.521,143,157,0.911,18,132,150,164,27,6,68,92,751,2012,Orlando,Magic,ORL
Jameer Nelson,29,57,57,1706,259,606,0.427,87,231,0.377,172,375,0.459,0.499,71,88,0.807,29,152,181,325,38,5,135,130,676,2012,Orlando,Magic,ORL
Hedo Türkoğlu,32,53,53,1653,209,504,0.415,91,258,0.353,118,246,0.48,0.505,67,95,0.705,24,175,199,233,45,17,142,139,576,2012,Orlando,Magic,ORL
Jason Richardson,31,54,54,1591,243,596,0.408,102,277,0.368,141,319,0.442,0.493,41,69,0.594,36,158,194,107,53,22,60,91,629,2012,Orlando,Magic,ORL
Glen Davis,26,61,13,1427,225,534,0.421,2,14,0.143,223,520,0.429,0.423,114,167,0.683,107,224,331,47,43,19,75,106,566,2012,Orlando,Magic,ORL
Chris Duhon,29,63,9,1226,85,203,0.419,50,119,0.42,35,84,0.417,0.542,17,21,0.81,14,88,102,151,35,9,81,71,237,2012,Orlando,Magic,ORL
Quentin Richardson,31,48,3,866,74,197,0.376,42,121,0.347,32,76,0.421,0.482,25,30,0.833,15,108,123,38,28,6,29,74,215,2012,Orlando,Magic,ORL
Earl Clark,24,45,1,559,51,139,0.367,0,0,0.0,51,139,0.367,0.367,21,29,0.724,35,89,124,18,12,32,25,72,123,2012,Orlando,Magic,ORL
Von Wafer,26,33,1,469,71,157,0.452,14,39,0.359,57,118,0.483,0.497,38,54,0.704,6,39,45,29,10,3,35,26,194,2012,Orlando,Magic,ORL
Daniel Orton,21,16,2,187,17,30,0.567,0,1,0.0,17,29,0.586,0.567,11,25,0.44,19,20,39,5,8,9,7,30,45,2012,Orlando,Magic,ORL
Ish Smith,23,20,0,171,19,51,0.373,1,4,0.25,18,47,0.383,0.382,6,8,0.75,5,21,26,32,11,2,12,11,45,2012,Orlando,Magic,ORL
DeAndre Liggins,23,17,0,115,12,25,0.48,0,4,0.0,12,21,0.571,0.48,9,19,0.474,6,9,15,5,6,0,10,6,33,2012,Orlando,Magic,ORL
Larry Hughes,33,9,0,114,5,22,0.227,1,7,0.143,4,15,0.267,0.25,1,2,0.5,1,4,5,7,2,0,12,10,12,2012,Orlando,Magic,ORL
Justin Harper,22,14,0,84,9,31,0.29,2,13,0.154,7,18,0.389,0.323,0,1,0.0,3,9,12,2,2,3,6,5,20,2012,Orlando,Magic,ORL
John Wall,21,66,66,2386,378,894,0.423,3,42,0.071,375,852,0.44,0.424,317,402,0.789,48,252,300,530,95,57,255,137,1076,2012,Washington,Wizards,WAS
Jordan Crawford,23,64,32,1753,349,872,0.4,79,273,0.289,270,599,0.451,0.446,161,203,0.793,44,124,168,190,59,5,141,111,938,2012,Washington,Wizards,WAS
Chris Singleton,22,66,51,1431,116,312,0.372,44,127,0.346,72,185,0.389,0.442,30,44,0.682,43,190,233,49,70,30,38,176,306,2012,Washington,Wizards,WAS
Trevor Booker,24,50,32,1261,181,341,0.531,1,2,0.5,180,339,0.531,0.532,56,93,0.602,119,206,325,40,48,43,58,138,419,2012,Washington,Wizards,WAS
Nick Young,26,40,32,1211,240,591,0.406,73,197,0.371,167,394,0.424,0.468,112,130,0.862,20,77,97,46,30,11,59,90,665,2012,Washington,Wizards,WAS
Kevin Séraphin,22,57,21,1176,203,382,0.531,0,1,0.0,203,381,0.533,0.531,47,70,0.671,103,177,280,33,19,76,66,133,453,2012,Washington,Wizards,WAS
JaVale McGee,24,41,40,1124,214,400,0.535,0,0,0.0,214,400,0.535,0.535,58,116,0.5,127,235,362,25,25,101,68,118,486,2012,Washington,Wizards,WAS
Jan Veselý,21,57,20,1078,117,218,0.537,0,1,0.0,117,217,0.539,0.537,33,62,0.532,101,148,249,47,39,32,60,156,267,2012,Washington,Wizards,WAS
Shelvin Mack,21,64,0,779,88,220,0.4,12,42,0.286,76,178,0.427,0.427,42,59,0.712,12,80,92,131,28,2,48,50,230,2012,Washington,Wizards,WAS
Rashard Lewis,32,28,15,729,85,221,0.385,16,67,0.239,69,154,0.448,0.421,31,37,0.838,34,75,109,27,23,10,32,49,217,2012,Washington,Wizards,WAS
Roger Mason,31,52,0,697,103,258,0.399,59,154,0.383,44,104,0.423,0.514,21,27,0.778,7,62,69,47,13,5,32,33,286,2012,Washington,Wizards,WAS
Andray Blatche,25,26,13,626,93,245,0.38,2,7,0.286,91,238,0.382,0.384,33,49,0.673,42,108,150,28,20,17,37,54,221,2012,Washington,Wizards,WAS
Cartier Martin,27,17,2,391,59,134,0.44,29,75,0.387,30,59,0.508,0.549,11,19,0.579,12,46,58,10,11,2,13,35,158,2012,Washington,Wizards,WAS
Maurice Evans,33,24,0,343,45,112,0.402,17,45,0.378,28,67,0.418,0.478,10,13,0.769,8,16,24,9,14,0,10,36,117,2012,Washington,Wizards,WAS
Nenê Hilário,29,11,6,284,68,112,0.607,0,2,0.0,68,110,0.618,0.607,23,35,0.657,20,63,83,19,6,13,19,26,159,2012,Washington,Wizards,WAS
James Singleton,30,12,0,262,41,75,0.547,2,9,0.222,39,66,0.591,0.56,14,15,0.933,25,56,81,15,9,8,10,27,98,2012,Washington,Wizards,WAS
Brian Cook,31,16,0,155,20,49,0.408,5,23,0.217,15,26,0.577,0.459,5,6,0.833,6,34,40,8,4,1,7,22,50,2012,Washington,Wizards,WAS
Morris Almond,26,4,0,67,6,17,0.353,1,3,0.333,5,14,0.357,0.382,1,3,0.333,1,7,8,2,7,0,1,6,14,2012,Washington,Wizards,WAS
Ronny Turiaf,29,4,0,58,3,3,1.0,0,0,0.0,3,3,1.0,1.0,0,0,0.0,1,11,12,5,6,3,6,7,6,2012,Washington,Wizards,WAS
Edwin Ubiles,25,4,0,52,5,18,0.278,1,5,0.2,4,13,0.308,0.306,3,3,1.0,2,8,10,1,1,1,1,1,14,2012,Washington,Wizards,WAS
Hamady N'Diaye,25,3,0,3,0,1,0.0,0,0,0.0,0,1,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,2012,Washington,Wizards,WAS
Gerald Henderson,24,55,55,1831,332,723,0.459,11,47,0.234,321,676,0.475,0.467,155,204,0.76,64,161,225,126,49,20,100,128,830,2012,Charlotte,Hornets,CHO
Kemba Walker,21,66,25,1792,281,767,0.366,69,226,0.305,212,541,0.392,0.411,168,213,0.789,30,204,234,289,60,20,119,79,799,2012,Charlotte,Hornets,CHO
Byron Mullens,22,65,25,1465,251,591,0.425,12,51,0.235,239,540,0.443,0.435,92,112,0.821,96,231,327,57,21,52,74,137,606,2012,Charlotte,Hornets,CHO
Bismack Biyombo,19,63,41,1455,129,278,0.464,0,0,0.0,129,278,0.464,0.464,69,143,0.483,113,255,368,27,20,115,71,145,327,2012,Charlotte,Hornets,CHO
Derrick Brown,24,65,17,1443,212,409,0.518,6,24,0.25,206,385,0.535,0.526,94,141,0.667,95,141,236,67,48,12,55,96,524,2012,Charlotte,Hornets,CHO
D.J. Augustin,24,48,46,1408,183,487,0.376,61,179,0.341,122,308,0.396,0.438,105,120,0.875,24,85,109,307,36,1,110,65,532,2012,Charlotte,Hornets,CHO
D.J. White,25,58,11,1098,174,353,0.493,1,1,1.0,173,352,0.491,0.494,43,61,0.705,50,159,209,47,17,23,43,94,392,2012,Charlotte,Hornets,CHO
Boris Diaw,29,37,28,1018,116,283,0.41,23,86,0.267,93,197,0.472,0.451,17,27,0.63,47,148,195,158,20,19,84,71,272,2012,Charlotte,Hornets,CHO
Tyrus Thomas,25,54,30,1013,120,327,0.367,1,3,0.333,119,324,0.367,0.369,63,83,0.759,49,151,200,35,36,60,53,144,304,2012,Charlotte,Hornets,CHO
Corey Maggette,32,32,28,881,139,373,0.373,24,66,0.364,115,307,0.375,0.405,178,208,0.856,21,104,125,39,23,1,59,83,480,2012,Charlotte,Hornets,CHO
Reggie Williams,25,33,13,747,106,255,0.416,33,107,0.308,73,148,0.493,0.48,29,40,0.725,27,66,93,60,20,3,33,34,274,2012,Charlotte,Hornets,CHO
Matt Carroll,31,53,2,596,52,157,0.331,8,43,0.186,44,114,0.386,0.357,30,38,0.789,8,50,58,38,16,7,24,52,142,2012,Charlotte,Hornets,CHO
Cory Higgins,22,38,0,423,52,160,0.325,4,20,0.2,48,140,0.343,0.338,42,60,0.7,7,28,35,36,5,6,39,40,150,2012,Charlotte,Hornets,CHO
DeSagana Diop,30,27,9,325,15,42,0.357,0,0,0.0,15,42,0.357,0.357,1,6,0.167,33,52,85,23,6,13,19,36,31,2012,Charlotte,Hornets,CHO
Eduardo Nájera,35,22,0,270,24,64,0.375,8,29,0.276,16,35,0.457,0.438,2,4,0.5,11,39,50,12,19,4,7,40,58,2012,Charlotte,Hornets,CHO
Jamario Moon,31,8,0,123,7,24,0.292,2,10,0.2,5,14,0.357,0.333,2,2,1.0,2,20,22,5,1,5,8,5,18,2012,Charlotte,Hornets,CHO
Josh Smith,26,66,66,2329,504,1101,0.458,28,109,0.257,476,992,0.48,0.47,203,322,0.63,136,496,632,257,93,115,164,172,1239,2012,Atlanta,Hawks,ATL
Jeff Teague,23,66,66,2183,320,672,0.476,51,149,0.342,269,523,0.514,0.514,140,185,0.757,21,138,159,321,106,37,134,145,831,2012,Atlanta,Hawks,ATL
Joe Johnson,30,60,60,2127,423,931,0.454,125,322,0.388,298,609,0.489,0.521,158,186,0.849,53,168,221,232,48,13,116,75,1129,2012,Atlanta,Hawks,ATL
Zaza Pachulia,27,58,44,1640,169,339,0.499,0,0,0.0,169,339,0.499,0.499,117,158,0.741,154,303,457,79,55,29,81,172,455,2012,Atlanta,Hawks,ATL
Marvin Williams,25,57,37,1500,203,470,0.432,58,149,0.389,145,321,0.452,0.494,115,146,0.788,76,218,294,71,47,18,39,84,579,2012,Atlanta,Hawks,ATL
Kirk Hinrich,31,48,31,1237,122,295,0.414,47,136,0.346,75,159,0.472,0.493,25,32,0.781,11,90,101,132,38,11,58,100,316,2012,Atlanta,Hawks,ATL
Ivan Johnson,27,56,0,934,141,275,0.513,2,6,0.333,139,269,0.517,0.516,72,100,0.72,65,161,226,32,43,18,69,116,356,2012,Atlanta,Hawks,ATL
Willie Green,30,53,2,922,153,325,0.471,50,113,0.442,103,212,0.486,0.548,48,56,0.857,15,65,80,40,23,6,33,74,404,2012,Atlanta,Hawks,ATL
Tracy McGrady,32,52,0,837,101,231,0.437,15,33,0.455,86,198,0.434,0.47,56,83,0.675,23,131,154,110,16,15,53,35,273,2012,Atlanta,Hawks,ATL
Vladimir Radmanović,31,49,3,755,74,197,0.376,50,135,0.37,24,62,0.387,0.503,22,29,0.759,34,109,143,54,21,15,35,62,220,2012,Atlanta,Hawks,ATL
Jannero Pargo,32,50,0,671,105,253,0.415,53,138,0.384,52,115,0.452,0.52,19,20,0.95,9,64,73,96,20,2,49,64,282,2012,Atlanta,Hawks,ATL
Al Horford,25,11,11,348,57,103,0.553,0,1,0.0,57,102,0.559,0.553,22,30,0.733,26,51,77,24,10,14,16,21,136,2012,Atlanta,Hawks,ATL
Jason Collins,33,30,10,308,16,40,0.4,0,0,0.0,16,40,0.4,0.4,7,15,0.467,12,36,48,10,4,3,10,34,39,2012,Atlanta,Hawks,ATL
Jerry Stackhouse,37,30,0,273,37,100,0.37,13,38,0.342,24,62,0.387,0.435,21,23,0.913,6,17,23,14,10,3,13,12,108,2012,Atlanta,Hawks,ATL
Erick Dampier,36,15,0,83,1,8,0.125,0,0,0.0,1,8,0.125,0.125,0,0,0.0,10,15,25,4,1,4,3,9,2,2012,Atlanta,Hawks,ATL
Donald Sloan,24,5,0,20,3,8,0.375,0,1,0.0,3,7,0.429,0.375,0,0,0.0,1,4,5,5,1,0,2,3,6,2012,Atlanta,Hawks,ATL
Ty Lawson,24,61,61,2124,374,767,0.488,73,200,0.365,301,567,0.531,0.535,178,216,0.824,54,173,227,401,82,6,149,94,999,2012,Denver,Nuggets,DEN
Arron Afflalo,26,62,62,2086,329,699,0.471,88,221,0.398,241,478,0.504,0.534,197,247,0.798,40,157,197,149,36,13,85,134,943,2012,Denver,Nuggets,DEN
Andre Miller,35,66,7,1809,242,552,0.438,18,83,0.217,224,469,0.478,0.455,137,169,0.811,53,168,221,441,63,9,177,133,639,2012,Denver,Nuggets,DEN
Al Harrington,31,64,1,1761,345,773,0.446,101,303,0.333,244,470,0.519,0.512,119,176,0.676,72,318,390,88,58,12,112,181,910,2012,Denver,Nuggets,DEN
Danilo Gallinari,23,43,40,1351,193,466,0.414,60,183,0.328,133,283,0.47,0.479,182,209,0.871,28,174,202,116,42,23,68,86,628,2012,Denver,Nuggets,DEN
Corey Brewer,25,59,17,1287,201,463,0.434,33,127,0.26,168,336,0.5,0.47,90,130,0.692,43,107,150,88,72,17,56,113,525,2012,Denver,Nuggets,DEN
Kenneth Faried,22,46,39,1037,181,309,0.586,0,0,0.0,181,309,0.586,0.586,109,164,0.665,142,210,352,36,34,47,54,116,471,2012,Denver,Nuggets,DEN
Nenê Hilário,29,28,27,826,143,281,0.509,0,2,0.0,143,279,0.513,0.509,90,133,0.677,43,165,208,61,36,25,77,69,376,2012,Denver,Nuggets,DEN
Kosta Koufos,22,48,24,792,115,192,0.599,0,0,0.0,115,192,0.599,0.599,33,55,0.6,95,163,258,15,24,41,33,96,263,2012,Denver,Nuggets,DEN
Rudy Fernández,26,31,1,710,99,225,0.44,40,122,0.328,59,103,0.573,0.529,30,43,0.698,9,56,65,75,31,3,40,37,268,2012,Denver,Nuggets,DEN
Timofey Mozgov,25,44,35,687,100,190,0.526,0,0,0.0,100,190,0.526,0.526,39,57,0.684,53,126,179,22,15,42,53,86,239,2012,Denver,Nuggets,DEN
Chris Andersen,33,32,1,486,59,108,0.546,0,0,0.0,59,108,0.546,0.546,50,82,0.61,48,100,148,6,19,46,17,52,168,2012,Denver,Nuggets,DEN
JaVale McGee,24,20,5,411,93,152,0.612,0,0,0.0,93,152,0.612,0.612,19,51,0.373,36,79,115,6,10,31,19,48,205,2012,Denver,Nuggets,DEN
Jordan Hamilton,21,26,2,258,48,111,0.432,17,47,0.362,31,64,0.484,0.509,2,5,0.4,11,51,62,20,4,3,16,15,115,2012,Denver,Nuggets,DEN
Wilson Chandler,24,8,6,215,31,79,0.392,3,12,0.25,28,67,0.418,0.411,10,12,0.833,6,35,41,17,6,6,18,18,75,2012,Denver,Nuggets,DEN
Julyan Stone,23,22,2,179,13,31,0.419,2,11,0.182,11,20,0.55,0.452,8,11,0.727,5,20,25,37,8,6,11,18,36,2012,Denver,Nuggets,DEN
DeMarre Carroll,25,4,0,21,6,6,1.0,0,0,0.0,6,6,1.0,1.0,0,0,0.0,0,3,3,3,0,0,2,1,12,2012,Denver,Nuggets,DEN
Paul Millsap,26,64,62,2100,426,861,0.495,7,31,0.226,419,830,0.505,0.499,202,255,0.792,180,383,563,150,118,52,112,222,1061,2012,Uath,Jazz,UTA
Al Jefferson,27,61,61,2075,516,1048,0.492,1,4,0.25,515,1044,0.493,0.493,137,177,0.774,133,452,585,134,47,101,62,155,1170,2012,Uath,Jazz,UTA
Gordon Hayward,21,66,58,2015,267,586,0.456,55,159,0.346,212,427,0.496,0.503,193,232,0.832,59,171,230,207,53,41,109,106,782,2012,Uath,Jazz,UTA
Devin Harris,28,63,63,1741,241,542,0.445,77,213,0.362,164,329,0.498,0.516,156,209,0.746,12,100,112,316,64,13,122,136,715,2012,Uath,Jazz,UTA
Derrick Favors,20,65,9,1376,222,445,0.499,0,0,0.0,222,445,0.499,0.499,126,194,0.649,158,267,425,43,38,65,103,145,570,2012,Uath,Jazz,UTA
C.J. Miles,24,56,14,1145,177,465,0.381,46,150,0.307,131,315,0.416,0.43,108,136,0.794,27,89,116,69,46,18,53,122,508,2012,Uath,Jazz,UTA
Earl Watson,32,50,2,1033,54,160,0.338,10,52,0.192,44,108,0.407,0.369,31,46,0.674,30,91,121,217,54,22,85,105,149,2012,Uath,Jazz,UTA
Josh Howard,31,43,18,991,144,361,0.399,9,37,0.243,135,324,0.417,0.411,75,97,0.773,39,119,158,50,32,10,53,91,372,2012,Uath,Jazz,UTA
Alec Burks,20,59,0,939,153,357,0.429,15,45,0.333,138,312,0.442,0.45,104,143,0.727,57,75,132,55,27,5,51,84,425,2012,Uath,Jazz,UTA
Enes Kanter,19,66,0,874,117,236,0.496,0,1,0.0,117,235,0.498,0.496,70,105,0.667,107,171,278,8,18,23,54,87,304,2012,Uath,Jazz,UTA
Raja Bell,35,34,33,796,81,174,0.466,34,87,0.391,47,87,0.54,0.563,21,25,0.84,6,43,49,38,13,2,21,78,217,2012,Uath,Jazz,UTA
Jamaal Tinsley,33,37,1,507,57,141,0.404,10,37,0.27,47,104,0.452,0.44,13,17,0.765,6,39,45,123,17,8,52,47,137,2012,Uath,Jazz,UTA
DeMarre Carroll,25,20,9,327,37,99,0.374,7,19,0.368,30,80,0.375,0.409,14,16,0.875,28,22,50,15,12,1,9,36,95,2012,Uath,Jazz,UTA
Jeremy Evans,24,29,0,217,27,42,0.643,0,1,0.0,27,41,0.659,0.643,8,16,0.5,19,31,50,13,6,24,5,23,62,2012,Uath,Jazz,UTA
Blake Ahearn,27,4,0,30,4,14,0.286,2,9,0.222,2,5,0.4,0.357,0,0,0.0,0,2,2,1,0,0,5,4,10,2012,Uath,Jazz,UTA
Kevin Durant,23,66,66,2546,643,1297,0.496,133,344,0.387,510,953,0.535,0.547,431,501,0.86,40,487,527,231,88,77,248,133,1850,2012,Oklahoma City,Thunder,OKC
Russell Westbrook,23,66,66,2331,578,1266,0.457,62,196,0.316,516,1070,0.482,0.481,340,413,0.823,96,205,301,362,112,21,239,147,1558,2012,Oklahoma City,Thunder,OKC
James Harden,22,62,2,1946,309,629,0.491,114,292,0.39,195,337,0.579,0.582,312,369,0.846,30,222,252,229,62,15,137,150,1044,2012,Oklahoma City,Thunder,OKC
Serge Ibaka,22,66,66,1792,262,490,0.535,1,3,0.333,261,487,0.536,0.536,78,118,0.661,193,305,498,28,33,241,79,179,603,2012,Oklahoma City,Thunder,OKC
Kendrick Perkins,27,65,65,1744,128,262,0.489,0,0,0.0,128,262,0.489,0.489,73,112,0.652,120,306,426,78,25,73,118,189,329,2012,Oklahoma City,Thunder,OKC
Nick Collison,31,63,0,1307,120,201,0.597,0,1,0.0,120,200,0.6,0.597,44,62,0.71,119,155,274,82,33,28,61,153,284,2012,Oklahoma City,Thunder,OKC
Daequan Cook,24,57,22,989,109,296,0.368,79,228,0.346,30,68,0.441,0.502,14,22,0.636,12,110,122,15,22,11,16,69,311,2012,Oklahoma City,Thunder,OKC
Thabo Sefolosha,27,42,42,914,67,155,0.432,31,71,0.437,36,84,0.429,0.532,38,43,0.884,21,107,128,47,37,17,40,78,203,2012,Oklahoma City,Thunder,OKC
Nazr Mohammed,34,63,1,692,79,169,0.467,0,1,0.0,79,168,0.47,0.467,13,23,0.565,59,111,170,14,20,37,26,101,171,2012,Oklahoma City,Thunder,OKC
Reggie Jackson,21,45,0,501,51,159,0.321,13,62,0.21,38,97,0.392,0.362,25,29,0.862,14,39,53,71,25,1,36,31,140,2012,Oklahoma City,Thunder,OKC
Derek Fisher,37,20,0,407,37,108,0.343,11,35,0.314,26,73,0.356,0.394,13,14,0.929,2,27,29,28,11,1,15,32,98,2012,Oklahoma City,Thunder,OKC
Royal Ivey,30,34,0,354,26,73,0.356,18,53,0.34,8,20,0.4,0.479,1,8,0.125,1,23,24,10,14,0,9,36,71,2012,Oklahoma City,Thunder,OKC
Cole Aldrich,23,26,0,173,22,42,0.524,0,0,0.0,22,42,0.524,0.524,13,14,0.929,13,35,48,3,8,16,9,22,57,2012,Oklahoma City,Thunder,OKC
Lazar Hayward,25,26,0,141,13,38,0.342,4,14,0.286,9,24,0.375,0.395,7,12,0.583,2,14,16,4,3,1,9,18,37,2012,Oklahoma City,Thunder,OKC
Eric Maynor,24,9,0,137,14,39,0.359,6,17,0.353,8,22,0.364,0.436,4,4,1.0,3,10,13,22,5,0,11,13,38,2012,Oklahoma City,Thunder,OKC
Ryan Reid,25,5,0,17,4,5,0.8,0,0,0.0,4,5,0.8,0.8,0,0,0.0,1,1,2,0,0,0,1,1,8,2012,Oklahoma City,Thunder,OKC
Wesley Matthews,25,66,53,2228,314,763,0.412,129,337,0.383,185,426,0.434,0.496,147,171,0.86,56,168,224,113,96,15,73,148,904,2012,Portland,Trail Blazers,POR
LaMarcus Aldridge,26,55,55,1994,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,2012,Portland,Trail Blazers,POR
Raymond Felton,27,60,56,1906,261,642,0.407,62,203,0.305,199,439,0.453,0.455,100,124,0.806,27,122,149,390,78,10,170,122,684,2012,Portland,Trail Blazers,POR
Nicolas Batum,23,59,34,1791,289,641,0.451,107,274,0.391,182,367,0.496,0.534,133,159,0.836,81,190,271,84,57,60,90,105,818,2012,Portland,Trail Blazers,POR
Jamal Crawford,31,60,6,1613,283,737,0.384,80,260,0.308,203,477,0.426,0.438,191,206,0.927,16,102,118,191,55,14,111,74,837,2012,Portland,Trail Blazers,POR
Gerald Wallace,29,42,42,1503,203,430,0.472,26,98,0.265,177,332,0.533,0.502,125,161,0.776,63,214,277,115,62,25,84,107,557,2012,Portland,Trail Blazers,POR
Marcus Camby,37,40,40,894,67,161,0.416,0,0,0.0,67,161,0.416,0.416,18,38,0.474,105,249,354,75,33,56,47,88,152,2012,Portland,Trail Blazers,POR
Kurt Thomas,39,53,3,803,73,157,0.465,0,0,0.0,73,157,0.465,0.465,14,20,0.7,39,149,188,46,24,31,31,123,160,2012,Portland,Trail Blazers,POR
J.J. Hickson,23,19,10,600,119,219,0.543,0,1,0.0,119,218,0.546,0.543,49,76,0.645,66,92,158,23,12,18,31,41,287,2012,Portland,Trail Blazers,POR
