Two_P,Two_PP,Two_PA,Three_P,Three_PP,Three_PA,AST,Age,BLK,DRB,FG,FGP,FGA,FT,FTP,FTA,G,GS,MP,ORB,PF,PTS,STL,TOV,TRB,eFGP,place,name,team,team_abbr,year
22,0.449,49,7,0.35,20,15,22,0,15,29,0.42,69,15,0.833,18,15,0,159,3,6,80,4,12,18,0.471,Uath,Bryce Cotton,Jazz,UTA,2015
0,0.0,2,16,0.485,33,6,31,1,15,16,0.457,35,0,0.0,2,22,0,109,1,13,48,0,3,16,0.686,Uath,Steve Novak,Jazz,UTA,2015
9,0.409,22,0,0.0,0,1,23,3,15,9,0.409,22,9,0.429,21,16,0,87,10,23,27,6,3,25,0.409,Uath,Jack Cooley,Jazz,UTA,2015
1,0.167,6,5,0.714,7,4,25,0,3,6,0.462,13,1,0.5,2,5,0,42,0,1,18,2,4,3,0.654,Uath,Elliot Williams,Jazz,UTA,2015
3,0.375,8,0,0.0,4,0,26,0,4,3,0.25,12,0,0.0,0,4,1,29,2,6,6,1,1,6,0.25,Uath,Patrick Christopher,Jazz,UTA,2015
4,0.571,7,0,0.0,2,2,21,0,4,4,0.444,9,1,1.0,1,3,0,26,1,4,9,2,1,5,0.444,Uath,Grant Jerrett,Jazz,UTA,2015
0,0.0,0,0,0.0,0,0,23,0,2,0,0.0,0,0,0.0,0,2,0,3,1,0,0,0,1,3,0.0,Uath,Jerrelle Benimon,Jazz,UTA,2015
0,0.0,1,0,0.0,0,0,25,0,0,0,0.0,1,0,0.0,0,1,0,1,0,0,0,0,0,0,0.0,Uath,Toure' Murry,Jazz,UTA,2015
541,0.457,1183,86,0.299,288,574,26,14,364,627,0.426,1471,546,0.835,654,67,67,2302,124,184,1886,140,293,488,0.455,Oklahoma City,Russell Westbrook,Thunder,OKC,2015
297,0.511,581,77,0.376,205,55,25,155,364,374,0.476,786,92,0.836,110,64,64,2116,135,194,917,30,97,499,0.525,Oklahoma City,Serge Ibaka,Thunder,OKC,2015
144,0.497,290,141,0.434,325,60,29,11,155,285,0.463,615,79,0.888,89,74,0,1806,40,135,790,54,38,195,0.578,Oklahoma City,Anthony Morrow,Thunder,OKC,2015
217,0.547,397,0,0.0,2,66,21,86,324,217,0.544,399,103,0.502,205,70,67,1771,199,222,537,38,99,523,0.544,Oklahoma City,Steven Adams,Thunder,OKC,2015
186,0.419,444,51,0.319,160,89,23,11,106,237,0.392,604,70,0.625,112,47,20,1422,29,96,595,46,63,135,0.435,Oklahoma City,Dion Waiters,Thunder,OKC,2015
205,0.49,418,44,0.278,158,214,24,5,173,249,0.432,576,99,0.861,115,50,13,1398,28,94,641,42,91,201,0.47,Oklahoma City,Reggie Jackson,Thunder,OKC,2015
71,0.612,116,21,0.247,85,70,23,29,195,92,0.458,201,23,0.479,48,67,65,1286,60,141,228,53,46,255,0.51,Oklahoma City,Andre Roberson,Thunder,OKC,2015
90,0.466,193,16,0.267,60,90,34,25,160,106,0.419,253,45,0.692,65,66,2,1101,90,156,273,35,45,250,0.451,Oklahoma City,Nick Collison,Thunder,OKC,2015
82,0.443,185,0,0.0,1,43,30,38,199,82,0.441,186,38,0.507,75,51,3,981,80,135,202,14,74,279,0.441,Oklahoma City,Kendrick Perkins,Thunder,OKC,2015
174,0.565,308,64,0.403,159,110,26,25,162,238,0.51,467,146,0.854,171,27,27,913,16,40,686,24,74,178,0.578,Oklahoma City,Kevin Durant,Thunder,OKC,2015
193,0.564,342,3,0.75,4,29,22,13,157,196,0.566,346,90,0.776,116,26,26,809,130,75,485,13,52,287,0.571,Oklahoma City,Enes Kanter,Thunder,OKC,2015
35,0.389,90,34,0.354,96,88,27,1,54,69,0.371,186,31,0.861,36,28,1,677,7,32,203,16,35,61,0.462,Oklahoma City,D.J. Augustin,Thunder,OKC,2015
66,0.475,139,38,0.342,111,44,22,6,99,104,0.416,250,49,0.891,55,47,8,633,8,52,295,21,27,107,0.492,Oklahoma City,Jeremy Lamb,Thunder,OKC,2015
59,0.476,124,14,0.233,60,18,23,8,70,73,0.397,184,24,0.649,37,43,13,631,6,50,184,17,24,76,0.435,Oklahoma City,Perry Jones,Thunder,OKC,2015
88,0.54,163,0,0.0,2,14,22,16,112,88,0.533,165,25,0.625,40,32,2,485,53,72,201,16,31,165,0.533,Oklahoma City,Mitch McGary,Thunder,OKC,2015
12,0.286,42,20,0.37,54,18,26,7,45,32,0.333,96,11,0.688,16,26,18,456,10,55,95,14,13,55,0.438,Oklahoma City,Kyle Singler,Thunder,OKC,2015
45,0.36,125,0,0.0,1,20,26,0,47,45,0.357,126,23,0.697,33,22,13,450,28,38,113,11,17,75,0.357,Oklahoma City,Lance Thomas,Thunder,OKC,2015
28,0.431,65,18,0.3,60,45,29,0,28,46,0.368,125,24,0.706,34,16,1,327,2,29,134,10,18,30,0.44,Oklahoma City,Sebastian Telfair,Thunder,OKC,2015
14,0.35,40,1,0.2,5,28,26,1,22,15,0.333,45,6,0.667,9,30,0,155,5,12,37,4,9,27,0.344,Oklahoma City,Ish Smith,Thunder,OKC,2015
3,0.5,6,3,0.2,15,5,31,1,5,6,0.286,21,0,0.0,0,13,0,88,1,10,15,0,2,6,0.357,Oklahoma City,Steve Novak,Thunder,OKC,2015
2,0.5,4,1,0.077,13,1,21,2,3,3,0.176,17,0,0.0,0,5,0,25,1,7,7,0,2,4,0.206,Oklahoma City,Grant Jerrett,Thunder,OKC,2015
394,0.5,788,196,0.343,572,507,24,21,329,590,0.434,1360,344,0.864,398,82,82,2925,49,164,1720,97,222,378,0.506,Portland,Damian Lillard,Trail Blazers,POR,2015
622,0.475,1310,37,0.352,105,124,29,68,549,659,0.466,1415,306,0.845,362,71,71,2512,177,125,1661,48,122,726,0.479,Portland,LaMarcus Aldridge,Trail Blazers,POR,2015
140,0.481,291,100,0.324,309,341,26,40,354,240,0.4,600,84,0.857,98,71,71,2380,62,106,664,78,132,416,0.483,Portland,Nicolas Batum,Trail Blazers,POR,2015
164,0.534,307,173,0.389,445,139,28,10,184,337,0.448,752,109,0.752,145,60,60,2024,38,132,956,77,81,222,0.563,Portland,Wesley Matthews,Trail Blazers,POR,2015
234,0.537,436,0,0.0,1,55,26,84,204,234,0.535,437,98,0.772,127,59,59,1638,190,122,566,16,73,394,0.535,Portland,Robin Lopez,Trail Blazers,POR,2015
45,0.417,108,77,0.352,219,288,34,5,121,122,0.373,327,29,0.707,41,81,0,1529,16,118,350,41,104,137,0.491,Portland,Steve Blake,Trail Blazers,POR,2015
283,0.515,549,0,0.0,0,65,32,54,335,283,0.515,549,72,0.706,102,74,13,1398,149,140,638,18,108,484,0.515,Portland,Chris Kaman,Trail Blazers,POR,2015
104,0.46,226,55,0.396,139,64,23,8,77,159,0.436,365,51,0.699,73,62,3,973,14,81,424,43,48,91,0.511,Portland,CJ McCollum,Trail Blazers,POR,2015
78,0.586,133,47,0.42,112,32,22,14,204,125,0.51,245,30,0.938,32,55,7,847,46,113,327,10,39,250,0.606,Portland,Meyers Leonard,Trail Blazers,POR,2015
58,0.423,137,36,0.4,90,28,29,2,61,94,0.414,227,40,0.851,47,25,19,752,6,59,264,9,33,67,0.493,Portland,Arron Afflalo,Trail Blazers,POR,2015
33,0.485,68,30,0.353,85,39,22,15,66,63,0.412,153,12,0.75,16,51,9,683,7,74,168,19,15,73,0.51,Portland,Allen Crabbe,Trail Blazers,POR,2015
74,0.49,151,0,0.0,0,16,27,23,129,74,0.49,151,21,0.84,25,48,8,617,62,93,169,9,23,191,0.49,Portland,Joel Freeland,Trail Blazers,POR,2015
31,0.378,82,41,0.38,108,41,29,11,97,72,0.379,190,34,0.81,42,48,2,592,14,55,219,20,18,111,0.487,Portland,Dorell Wright,Trail Blazers,POR,2015
47,0.516,91,0,0.0,0,9,23,11,100,47,0.516,91,21,0.438,48,32,4,391,33,54,115,16,33,133,0.516,Portland,Thomas Robinson,Trail Blazers,POR,2015
34,0.415,82,4,0.222,18,27,24,4,31,38,0.38,100,10,0.667,15,30,0,300,3,20,90,14,17,34,0.4,Portland,Will Barton,Trail Blazers,POR,2015
18,0.474,38,3,0.273,11,6,27,1,16,21,0.429,49,6,0.5,12,15,2,151,8,16,51,7,8,24,0.459,Portland,Alonzo Gee,Trail Blazers,POR,2015
3,0.333,9,6,0.545,11,1,26,1,17,9,0.45,20,0,0.0,0,10,0,76,3,12,24,1,4,20,0.6,Portland,Victor Claver,Trail Blazers,POR,2015
6,0.5,12,2,0.333,6,17,24,0,7,8,0.444,18,5,0.833,6,5,0,68,2,10,23,2,7,9,0.5,Portland,Tim Frazier,Trail Blazers,POR,2015
458,0.453,1011,39,0.31,126,170,19,50,240,497,0.437,1137,354,0.76,466,82,82,2969,134,190,1387,86,177,374,0.454,Minnesota,Andrew Wiggins,Timberwolves,MIN,2015
258,0.51,506,1,0.167,6,146,25,126,386,259,0.506,512,191,0.783,244,73,49,2193,223,188,710,71,126,609,0.507,Minnesota,Gorgui Dieng,Timberwolves,MIN,2015
229,0.449,510,57,0.341,167,276,19,10,187,286,0.422,677,149,0.842,177,77,40,1902,27,158,778,54,193,214,0.465,Minnesota,Zach LaVine,Timberwolves,MIN,2015
270,0.469,576,19,0.292,65,135,26,17,170,289,0.451,641,88,0.682,129,48,48,1605,75,115,685,86,75,245,0.466,Minnesota,Thaddeus Young,Timberwolves,MIN,2015
192,0.442,434,75,0.393,191,89,31,1,123,267,0.427,625,170,0.881,193,39,36,1302,19,76,779,33,76,142,0.487,Minnesota,Kevin Martin,Timberwolves,MIN,2015
117,0.474,247,52,0.364,143,64,26,10,165,169,0.433,390,67,0.827,81,67,4,1286,33,72,457,44,49,198,0.5,Minnesota,Chase Budinger,Timberwolves,MIN,2015
121,0.437,277,59,0.347,170,261,32,8,85,180,0.403,447,80,0.851,94,41,19,1149,13,103,499,30,102,98,0.469,Minnesota,Mo Williams,Timberwolves,MIN,2015
118,0.431,274,7,0.304,23,48,21,16,164,125,0.421,297,41,0.641,64,57,3,894,52,87,298,27,36,216,0.433,Minnesota,Anthony Bennett,Timberwolves,MIN,2015
174,0.503,346,20,0.392,51,44,22,7,91,194,0.489,397,104,0.717,145,38,13,866,63,49,512,18,35,154,0.514,Minnesota,Shabazz Muhammad,Timberwolves,MIN,2015
139,0.424,328,0,0.0,0,27,29,12,145,139,0.424,328,108,0.837,129,31,29,815,89,59,386,19,42,234,0.424,Minnesota,Nikola Peković,Timberwolves,MIN,2015
63,0.521,121,16,0.314,51,27,25,9,103,79,0.459,172,24,0.828,29,45,4,742,31,86,198,16,18,134,0.506,Minnesota,Robbie Hummel,Timberwolves,MIN,2015
88,0.429,205,1,0.125,8,30,23,9,111,89,0.418,213,29,0.659,44,29,22,720,47,84,208,18,44,158,0.42,Minnesota,Adreian Payne,Timberwolves,MIN,2015
65,0.387,168,13,0.255,51,193,24,1,106,78,0.356,219,57,0.803,71,22,22,692,19,59,226,38,64,125,0.386,Minnesota,Ricky Rubio,Timberwolves,MIN,2015
86,0.467,184,8,0.195,41,78,28,4,62,94,0.418,225,55,0.705,78,24,16,680,32,62,251,54,50,94,0.436,Minnesota,Corey Brewer,Timberwolves,MIN,2015
46,0.489,94,6,0.214,28,90,24,6,56,52,0.426,122,12,0.632,19,29,7,549,14,49,122,28,30,70,0.451,Minnesota,Lorenzo Brown,Timberwolves,MIN,2015
54,0.535,101,4,0.333,12,24,24,25,53,58,0.513,113,33,0.825,40,17,9,423,33,37,153,19,18,86,0.531,Minnesota,Justin Hamilton,Timberwolves,MIN,2015
34,0.459,74,11,0.355,31,20,30,0,35,45,0.429,105,29,0.879,33,11,1,262,0,18,130,7,10,35,0.481,Minnesota,Gary Neal,Timberwolves,MIN,2015
19,0.432,44,0,0.0,0,15,28,9,54,19,0.432,44,22,0.579,38,17,0,215,23,30,60,4,9,77,0.432,Minnesota,Jeff Adrien,Timberwolves,MIN,2015
6,0.3,20,13,0.333,39,13,23,0,13,19,0.322,59,2,1.0,2,19,0,154,6,14,53,3,8,19,0.432,Minnesota,Troy Daniels,Timberwolves,MIN,2015
7,0.389,18,1,0.167,6,3,21,0,10,8,0.333,24,12,0.75,16,25,0,108,4,5,29,3,3,14,0.354,Minnesota,Glenn Robinson,Timberwolves,MIN,2015
18,0.6,30,0,0.0,1,8,38,4,24,18,0.581,31,2,0.5,4,5,5,98,2,13,38,5,1,26,0.581,Minnesota,Kevin Garnett,Timberwolves,MIN,2015
3,0.429,7,4,0.308,13,4,25,0,5,7,0.35,20,4,1.0,4,4,0,72,1,3,22,3,2,6,0.45,Minnesota,Sean Kilpatrick,Timberwolves,MIN,2015
12,0.857,14,0,0.0,0,4,27,3,14,12,0.857,14,3,0.375,8,6,1,68,7,6,27,1,2,21,0.857,Minnesota,Arinze Onuaku,Timberwolves,MIN,2015
3,0.375,8,0,0.0,0,0,27,0,3,3,0.375,8,2,1.0,2,5,0,23,2,8,8,1,2,5,0.375,Minnesota,Miroslav Raduljica,Timberwolves,MIN,2015
0,0.0,0,0,0.0,0,2,32,0,1,0,0.0,0,0,0.0,0,2,0,19,0,0,0,0,0,1,0.0,Minnesota,Ronny Turiaf,Timberwolves,MIN,2015
195,0.451,432,91,0.351,259,124,27,45,252,286,0.414,691,90,0.804,112,76,59,2245,67,162,753,59,87,319,0.48,Los Angeles,Wesley Johnson,Lakers,LAL,2015
212,0.444,478,65,0.369,176,339,26,32,170,277,0.424,654,213,0.795,268,74,30,1907,26,189,832,82,166,196,0.473,Los Angeles,Jeremy Lin,Lakers,LAL,2015
354,0.462,766,3,0.273,11,103,27,52,382,357,0.459,777,124,0.738,168,70,57,1874,174,164,841,34,106,556,0.461,Los Angeles,Jordan Hill,Lakers,LAL,2015
282,0.601,469,0,0.0,0,94,25,98,370,282,0.601,469,92,0.487,189,79,24,1840,230,202,656,49,58,600,0.601,Los Angeles,Ed Davis,Lakers,LAL,2015
371,0.499,743,0,0.0,0,95,33,12,371,371,0.499,743,94,0.627,150,71,26,1692,111,184,836,41,92,482,0.499,Los Angeles,Carlos Boozer,Lakers,LAL,2015
164,0.439,374,90,0.37,243,105,27,2,179,254,0.412,617,52,0.813,64,65,36,1675,31,77,650,33,50,210,0.485,Los Angeles,Wayne Ellington,Lakers,LAL,2015
229,0.482,475,38,0.314,121,206,22,12,135,267,0.448,596,131,0.829,158,59,38,1476,56,109,703,51,96,191,0.48,Los Angeles,Jordan Clarkson,Lakers,LAL,2015
59,0.337,175,45,0.336,134,92,23,24,133,104,0.337,309,79,0.832,95,52,34,1233,13,118,332,30,37,146,0.409,Los Angeles,Ryan Kelly,Lakers,LAL,2015
212,0.401,529,54,0.293,184,197,36,7,173,266,0.373,713,196,0.813,241,35,35,1207,26,65,782,47,128,199,0.411,Los Angeles,Kobe Bryant,Lakers,LAL,2015
126,0.413,305,0,0.0,1,55,25,43,144,126,0.412,306,55,0.671,82,67,18,1133,89,121,307,28,36,233,0.412,Los Angeles,Robert Sacre,Lakers,LAL,2015
91,0.363,251,83,0.369,225,41,29,11,79,174,0.366,476,132,0.892,148,42,0,1000,17,83,563,23,44,96,0.453,Los Angeles,Nick Young,Lakers,LAL,2015
46,0.404,114,31,0.284,109,165,31,4,50,77,0.345,223,36,0.8,45,43,20,982,19,118,221,67,52,69,0.415,Los Angeles,Ronnie Price,Lakers,LAL,2015
112,0.589,190,0,0.0,0,34,23,22,157,112,0.589,190,50,0.562,89,38,27,803,84,102,274,13,29,241,0.589,Los Angeles,Tarik Black,Lakers,LAL,2015
47,0.435,108,23,0.371,62,40,22,2,33,70,0.412,170,64,0.753,85,19,5,568,3,33,227,12,32,36,0.479,Los Angeles,Jabari Brown,Lakers,LAL,2015
11,0.379,29,7,0.636,11,14,25,0,10,18,0.45,40,9,0.9,10,6,0,123,2,3,52,3,12,12,0.538,Los Angeles,Dwight Buycks,Lakers,LAL,2015
3,0.231,13,0,0.0,0,3,23,0,2,3,0.231,13,14,0.583,24,9,0,86,2,6,20,3,3,4,0.231,Los Angeles,Xavier Henry,Lakers,LAL,2015
7,0.35,20,2,0.2,10,8,22,0,7,9,0.3,30,2,0.4,5,2,1,74,2,4,22,3,6,9,0.333,Los Angeles,Vander Blue,Lakers,LAL,2015
1,0.333,3,0,0.0,0,0,20,0,0,1,0.333,3,0,0.0,2,1,0,14,0,1,2,0,1,0,0.333,Los Angeles,Julius Randle,Lakers,LAL,2015
429,0.523,821,139,0.398,349,838,29,15,324,568,0.485,1170,289,0.9,321,82,82,2857,52,203,1564,156,190,376,0.545,Los Angeles,Chris Paul,Clippers,LAC,2015
378,0.713,530,1,0.25,4,61,26,183,829,379,0.71,534,187,0.397,471,82,82,2820,397,245,946,81,109,1226,0.711,Los Angeles,DeAndre Jordan,Clippers,LAC,2015
247,0.515,480,200,0.437,458,137,30,8,145,447,0.477,938,183,0.901,203,78,78,2409,22,134,1277,39,95,167,0.583,Los Angeles,J.J. Redick,Clippers,LAC,2015
564,0.504,1119,10,0.4,25,354,25,35,382,574,0.502,1144,311,0.728,427,67,67,2356,126,196,1469,63,152,508,0.506,Los Angeles,Blake Griffin,Clippers,LAC,2015
141,0.569,248,136,0.362,376,114,34,50,251,277,0.444,624,74,0.779,95,76,74,2271,51,240,764,67,87,302,0.553,Los Angeles,Matt Barnes,Clippers,LAC,2015
213,0.448,475,119,0.327,364,158,34,14,106,332,0.396,839,227,0.901,252,64,4,1703,18,108,1010,59,92,124,0.467,Los Angeles,Jamal Crawford,Clippers,LAC,2015
108,0.452,239,55,0.313,176,88,26,53,228,163,0.393,415,44,0.647,68,73,15,1274,30,173,425,24,61,258,0.459,Los Angeles,Spencer Hawes,Clippers,LAC,2015
117,0.466,251,0,0.0,4,39,29,21,126,117,0.459,255,60,0.632,95,74,0,904,43,132,294,41,39,169,0.459,Los Angeles,Glen Davis,Clippers,LAC,2015
92,0.477,193,25,0.309,81,68,22,7,69,117,0.427,274,32,0.582,55,41,2,791,15,81,291,30,35,84,0.473,Los Angeles,Austin Rivers,Clippers,LAC,2015
23,0.469,49,60,0.432,139,37,35,7,94,83,0.441,188,6,0.545,11,62,2,705,5,66,232,19,29,99,0.601,Los Angeles,Hedo Türkoğlu,Clippers,LAC,2015
26,0.426,61,35,0.361,97,67,28,5,34,61,0.386,158,10,0.909,11,36,0,529,8,52,167,20,32,42,0.497,Los Angeles,Jordan Farmar,Clippers,LAC,2015
8,0.533,15,15,0.385,39,6,23,2,40,23,0.426,54,4,0.8,5,25,2,263,0,17,65,9,6,40,0.565,Los Angeles,Reggie Bullock,Clippers,LAC,2015
11,0.458,24,0,0.0,0,8,27,7,19,11,0.458,24,7,0.778,9,33,0,128,7,20,29,8,7,26,0.458,Los Angeles,Ekpe Udoh,Clippers,LAC,2015
10,0.323,31,7,0.35,20,20,30,0,8,17,0.333,51,5,0.833,6,9,0,126,3,8,46,6,8,11,0.402,Los Angeles,Nate Robinson,Clippers,LAC,2015
6,0.353,17,0,0.0,4,2,34,0,10,6,0.286,21,9,0.818,11,33,0,123,1,23,21,3,1,11,0.286,Los Angeles,Dahntay Jones,Clippers,LAC,2015
4,0.286,14,10,0.476,21,7,24,0,14,14,0.4,35,0,0.0,0,14,2,122,2,14,38,2,4,16,0.543,Los Angeles,Jordan Hamilton,Clippers,LAC,2015
4,0.286,14,1,0.143,7,4,28,0,11,5,0.238,21,8,1.0,8,12,0,103,1,14,19,1,0,12,0.262,Los Angeles,Chris Douglas-Roberts,Clippers,LAC,2015
9,0.474,19,7,0.368,19,8,24,1,6,16,0.421,38,2,1.0,2,21,0,101,1,7,41,3,10,7,0.513,Los Angeles,C.J. Wilcox,Clippers,LAC,2015
8,0.4,20,4,0.308,13,10,23,0,8,12,0.364,33,7,0.538,13,19,0,89,1,12,35,3,7,9,0.424,Los Angeles,Jared Cunningham,Clippers,LAC,2015
3,0.375,8,3,0.5,6,5,30,1,7,6,0.429,14,3,0.75,4,5,0,56,1,4,18,6,3,8,0.536,Los Angeles,Lester Hudson,Clippers,LAC,2015
223,0.507,440,140,0.358,391,140,21,19,210,363,0.437,831,130,0.813,160,82,82,2670,31,219,996,77,138,241,0.521,Sacramento,Ben McLemore,Kings,SAC,2015
429,0.479,896,79,0.359,220,250,28,41,301,508,0.455,1116,337,0.858,393,68,67,2408,98,157,1432,71,183,399,0.491,Sacramento,Rudy Gay,Kings,SAC,2015
496,0.469,1058,2,0.25,8,210,24,103,562,498,0.467,1066,423,0.782,541,59,59,2013,185,241,1421,90,254,747,0.468,Sacramento,DeMarcus Cousins,Kings,SAC,2015
201,0.471,427,0,0.0,1,85,28,57,391,201,0.47,428,89,0.622,143,81,63,1991,139,239,491,33,84,530,0.47,Sacramento,Jason Thompson,Kings,SAC,2015
200,0.514,389,60,0.373,161,252,27,14,124,260,0.473,550,145,0.788,184,45,45,1565,19,95,725,67,112,143,0.527,Sacramento,Darren Collison,Kings,SAC,2015
168,0.511,329,49,0.314,156,50,23,4,161,217,0.447,485,134,0.684,196,74,6,1462,41,67,617,34,56,202,0.498,Sacramento,Derrick Williams,Kings,SAC,2015
172,0.479,359,34,0.306,111,188,23,11,128,206,0.438,470,57,0.679,84,68,30,1436,52,92,503,45,85,180,0.474,Sacramento,Ray McCallum,Kings,SAC,2015
174,0.512,340,35,0.402,87,102,26,9,206,209,0.489,427,140,0.733,191,67,19,1416,54,107,593,31,88,260,0.53,Sacramento,Omri Casspi,Kings,SAC,2015
190,0.515,369,0,0.0,0,26,31,17,169,190,0.515,369,123,0.82,150,70,15,1192,99,132,503,15,54,268,0.515,Sacramento,Carl Landry,Kings,SAC,2015
60,0.408,147,48,0.322,149,67,21,17,77,108,0.365,296,55,0.859,64,73,1,1127,11,92,319,20,40,88,0.446,Sacramento,Nik Stauskas,Kings,SAC,2015
58,0.43,135,0,0.0,2,32,34,5,202,58,0.423,137,60,0.619,97,47,7,764,97,91,176,22,45,299,0.423,Sacramento,Reggie Evans,Kings,SAC,2015
57,0.368,155,6,0.214,28,96,28,0,56,63,0.344,183,64,0.727,88,36,7,642,13,45,196,13,51,69,0.361,Sacramento,Ramon Sessions,Kings,SAC,2015
62,0.508,122,6,0.231,26,141,38,4,60,68,0.459,148,30,0.789,38,30,0,622,16,47,172,18,58,76,0.48,Sacramento,Andre Miller,Kings,SAC,2015
53,0.646,82,0,0.0,0,14,30,19,67,53,0.646,82,31,0.574,54,46,9,441,36,65,137,6,25,103,0.646,Sacramento,Ryan Hollins,Kings,SAC,2015
3,0.273,11,1,0.143,7,3,22,3,10,4,0.222,18,8,0.727,11,6,0,61,2,4,17,6,3,12,0.25,Sacramento,Quincy Miller,Kings,SAC,2015
1,0.25,4,1,0.5,2,9,23,0,2,2,0.333,6,3,0.5,6,3,0,33,0,1,8,2,4,2,0.417,Sacramento,David Stockton,Kings,SAC,2015
0,0.0,1,0,0.0,1,1,24,0,0,0,0.0,2,0,0.0,0,2,0,7,2,1,0,0,0,2,0.0,Sacramento,David Wear,Kings,SAC,2015
1,0.5,2,0,0.0,0,1,22,1,1,1,0.5,2,0,0.0,0,3,0,3,0,0,2,0,0,1,0.5,Sacramento,Sim Bhullar,Kings,SAC,2015
1,1.0,1,0,0.0,0,0,23,0,1,1,1.0,1,0,0.0,0,3,0,2,0,1,2,0,0,1,1.0,Sacramento,Eric Moreland,Kings,SAC,2015
380,0.491,774,88,0.324,272,493,25,45,351,468,0.447,1046,353,0.8,441,81,81,2800,72,189,1377,127,274,423,0.489,Phoenix,Eric Bledsoe,Suns,PHO,2015
455,0.494,921,57,0.318,179,192,25,39,396,512,0.465,1100,177,0.763,232,82,82,2581,110,245,1258,101,170,506,0.491,Phoenix,Markieff Morris,Suns,PHO,2015
174,0.506,344,87,0.345,252,122,29,23,388,261,0.438,596,104,0.727,143,78,63,2383,114,179,713,107,96,502,0.511,Phoenix,P.J. Tucker,Suns,PHO,2015
219,0.487,450,112,0.358,313,133,25,16,312,331,0.434,763,71,0.628,113,81,35,2045,73,188,845,63,73,385,0.507,Phoenix,Marcus Morris,Suns,PHO,2015
274,0.556,493,66,0.355,186,211,28,9,134,340,0.501,679,97,0.746,130,52,52,1735,51,120,843,50,114,185,0.549,Phoenix,Goran Dragić,Suns,PHO,2015
178,0.509,350,1,0.333,3,32,21,105,312,179,0.507,353,73,0.702,104,69,44,1518,142,213,432,34,74,454,0.508,Phoenix,Alex Len,Suns,PHO,2015
187,0.478,391,137,0.354,387,91,29,12,153,324,0.416,778,99,0.825,120,74,4,1446,33,145,884,42,104,186,0.504,Phoenix,Gerald Green,Suns,PHO,2015
137,0.449,305,81,0.391,207,171,25,5,83,218,0.426,512,184,0.872,211,46,1,1181,26,105,701,45,89,109,0.505,Phoenix,Isaiah Thomas,Suns,PHO,2015
107,0.549,195,0,0.0,0,27,26,55,179,107,0.549,195,19,0.5,38,54,28,1005,95,99,233,35,45,274,0.549,Phoenix,Miles Plumlee,Suns,PHO,2015
120,0.588,204,0,0.0,3,23,27,47,124,120,0.58,207,40,0.667,60,40,7,858,70,54,280,32,16,194,0.58,Phoenix,Brandan Wright,Suns,PHO,2015
108,0.56,193,5,0.238,21,25,21,9,44,113,0.528,214,14,0.737,19,40,1,614,41,51,245,18,27,85,0.54,Phoenix,T.J. Warren,Suns,PHO,2015
67,0.419,160,12,0.293,41,44,20,9,47,79,0.393,201,61,0.735,83,41,2,535,27,55,231,18,48,74,0.423,Phoenix,Archie Goodwin,Suns,PHO,2015
30,0.395,76,21,0.313,67,49,23,1,21,51,0.357,143,24,0.828,29,11,9,347,2,21,147,6,23,23,0.43,Phoenix,Brandon Knight,Suns,PHO,2015
2,0.167,12,24,0.387,62,10,29,1,38,26,0.351,74,4,0.667,6,24,0,272,6,20,80,4,11,44,0.514,Phoenix,Anthony Tolliver,Suns,PHO,2015
10,0.286,35,2,0.5,4,5,33,2,14,12,0.308,39,6,0.5,12,16,1,143,14,26,32,4,5,28,0.333,Phoenix,Earl Barron,Suns,PHO,2015
6,0.286,21,0,0.0,4,3,31,2,14,6,0.24,25,5,0.5,10,16,0,101,12,13,17,4,2,26,0.24,Phoenix,Shavlik Randolph,Suns,PHO,2015
11,0.524,21,2,0.105,19,2,27,0,9,13,0.325,40,4,0.8,5,9,0,81,4,3,32,6,5,13,0.35,Phoenix,Marcus Thornton,Suns,PHO,2015
1,0.111,9,0,0.0,7,2,23,2,9,1,0.063,16,2,0.5,4,11,0,75,1,2,4,1,2,10,0.063,Phoenix,Reggie Bullock,Suns,PHO,2015
7,0.467,15,2,0.333,6,14,20,2,6,9,0.429,21,2,1.0,2,8,0,58,1,3,22,0,8,7,0.476,Phoenix,Tyler Ennis,Suns,PHO,2015
3,0.429,7,0,0.0,7,6,28,0,3,3,0.214,14,0,0.0,0,5,0,44,0,5,6,0,1,3,0.214,Phoenix,A.J. Price,Suns,PHO,2015
2,0.222,9,1,0.5,2,2,27,1,3,3,0.273,11,2,1.0,2,6,0,36,0,5,9,3,5,3,0.318,Phoenix,Jerel McNeal,Suns,PHO,2015
2,0.667,3,0,0.0,5,1,25,0,1,2,0.25,8,2,0.667,3,6,0,13,2,1,6,0,0,3,0.25,Phoenix,Zoran Dragić,Suns,PHO,2015
0,0.0,2,0,0.0,1,1,24,0,2,0,0.0,3,0,0.0,0,2,0,8,0,2,0,0,0,2,0.0,Phoenix,Seth Curry,Suns,PHO,2015
367,0.528,695,286,0.443,646,619,26,16,285,653,0.487,1341,308,0.914,337,80,80,2613,56,158,1900,163,249,341,0.594,Golden State,Stephen Curry,Warriors,GSW,2015
228,0.523,436,111,0.337,329,291,24,99,533,339,0.443,765,132,0.66,200,79,79,2490,114,253,921,123,133,647,0.516,Golden State,Draymond Green,Warriors,GSW,2015
363,0.481,754,239,0.439,545,222,24,60,220,602,0.463,1299,225,0.879,256,77,77,2455,27,122,1668,87,149,247,0.555,Golden State,Klay Thompson,Warriors,GSW,2015
