name,Age,G,GS,MP,FG,FGA,FGP,Three_P,Three_PA,Three_PP,Two_P,Two_PA,Two_PP,eFGP,FT,FTA,FTP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year,place,team,team_abbr
Álex Abrines,23,68,6,1055,134,341,0.393,94,247,0.381,40,94,0.426,0.531,44,49,0.898,18,68,86,40,37,8,33,114,406,2017,Oklahoma City,Thunder,OKC
Semaj Christon,24,64,1,973,77,223,0.345,12,63,0.19,65,160,0.406,0.372,17,31,0.548,19,68,87,130,28,7,43,79,183,2017,Oklahoma City,Thunder,OKC
Joffrey Lauvergne,25,50,0,739,111,244,0.455,27,78,0.346,84,166,0.506,0.51,37,58,0.638,51,132,183,51,18,6,40,71,286,2017,Oklahoma City,Thunder,OKC
Anthony Morrow,31,40,7,627,86,223,0.386,35,119,0.294,51,104,0.49,0.464,23,26,0.885,11,18,29,19,22,2,6,40,230,2017,Oklahoma City,Thunder,OKC
Taj Gibson,31,23,16,487,89,179,0.497,1,1,1.0,88,178,0.494,0.5,28,39,0.718,38,65,103,13,14,15,28,40,207,2017,Oklahoma City,Thunder,OKC
Doug McDermott,25,22,1,430,56,124,0.452,21,58,0.362,35,66,0.53,0.536,12,17,0.706,6,43,49,13,2,1,6,22,145,2017,Oklahoma City,Thunder,OKC
Kyle Singler,28,32,2,385,34,83,0.41,7,37,0.189,27,46,0.587,0.452,13,17,0.765,8,40,48,9,7,5,11,29,88,2017,Oklahoma City,Thunder,OKC
Cameron Payne,22,20,0,320,43,130,0.331,16,52,0.308,27,78,0.346,0.392,4,4,1.0,2,29,31,40,10,4,16,38,106,2017,Oklahoma City,Thunder,OKC
Nick Collison,36,20,0,128,14,23,0.609,0,1,0.0,14,22,0.636,0.609,5,8,0.625,9,22,31,12,2,2,4,17,33,2017,Oklahoma City,Thunder,OKC
Norris Cole,28,13,0,125,16,52,0.308,3,13,0.231,13,39,0.333,0.337,8,10,0.8,0,11,11,14,8,0,7,18,43,2017,Oklahoma City,Thunder,OKC
Ersan İlyasova,29,3,0,62,6,16,0.375,3,12,0.25,3,4,0.75,0.469,0,0,0.0,2,14,16,1,3,1,4,5,15,2017,Oklahoma City,Thunder,OKC
Josh Huestis,25,2,0,31,6,11,0.545,2,4,0.5,4,7,0.571,0.636,0,1,0.0,4,5,9,3,0,3,0,0,14,2017,Oklahoma City,Thunder,OKC
CJ McCollum,25,80,80,2796,692,1441,0.48,185,439,0.421,507,1002,0.506,0.544,268,294,0.912,60,229,289,285,72,42,172,202,1837,2017,Portland,Trail Blazers,POR
Damian Lillard,26,75,75,2694,661,1488,0.444,214,579,0.37,447,909,0.492,0.516,488,545,0.895,46,322,368,440,68,20,197,152,2024,2017,Portland,Trail Blazers,POR
Allen Crabbe,24,79,7,2254,303,647,0.468,134,302,0.444,169,345,0.49,0.572,105,124,0.847,19,207,226,94,54,20,62,171,845,2017,Portland,Trail Blazers,POR
Maurice Harkless,23,77,69,2223,314,624,0.503,68,194,0.351,246,430,0.572,0.558,77,124,0.621,125,216,341,88,85,70,86,214,773,2017,Portland,Trail Blazers,POR
Al-Farouq Aminu,26,61,25,1773,183,466,0.393,70,212,0.33,113,254,0.445,0.468,96,136,0.706,77,374,451,99,60,44,94,102,532,2017,Portland,Trail Blazers,POR
Evan Turner,28,65,12,1658,235,552,0.426,31,118,0.263,204,434,0.47,0.454,85,103,0.825,36,211,247,205,53,24,100,121,586,2017,Portland,Trail Blazers,POR
Mason Plumlee,26,54,54,1516,235,442,0.532,0,5,0.0,235,437,0.538,0.532,127,224,0.567,120,312,432,214,50,63,88,149,597,2017,Portland,Trail Blazers,POR
Noah Vonleh,21,74,41,1265,130,270,0.481,7,20,0.35,123,250,0.492,0.494,60,94,0.638,131,256,387,31,30,27,64,154,327,2017,Portland,Trail Blazers,POR
Meyers Leonard,24,74,12,1222,146,378,0.386,74,213,0.347,72,165,0.436,0.484,35,40,0.875,27,210,237,71,13,28,35,172,401,2017,Portland,Trail Blazers,POR
Ed Davis,27,46,12,789,75,142,0.528,0,0,0.0,75,142,0.528,0.528,50,81,0.617,96,148,244,26,15,22,37,137,200,2017,Portland,Trail Blazers,POR
Jusuf Nurkić,22,20,19,584,120,236,0.508,0,1,0.0,120,235,0.511,0.508,64,97,0.66,65,142,207,63,25,38,62,73,304,2017,Portland,Trail Blazers,POR
Shabazz Napier,25,53,2,512,73,183,0.399,34,92,0.37,39,91,0.429,0.492,38,49,0.776,8,53,61,67,32,2,41,38,218,2017,Portland,Trail Blazers,POR
Pat Connaughton,24,39,1,316,37,72,0.514,17,33,0.515,20,39,0.513,0.632,7,9,0.778,10,42,52,28,6,2,17,23,98,2017,Portland,Trail Blazers,POR
Jake Layman,22,35,1,249,26,89,0.292,13,51,0.255,13,38,0.342,0.365,13,17,0.765,6,18,24,11,9,3,11,22,78,2017,Portland,Trail Blazers,POR
Tim Quarterman,22,16,0,80,13,29,0.448,5,13,0.385,8,16,0.5,0.534,0,3,0.0,4,10,14,11,2,3,11,6,31,2017,Portland,Trail Blazers,POR
Andrew Wiggins,21,82,82,3048,709,1570,0.452,103,289,0.356,606,1281,0.473,0.484,412,542,0.76,102,226,328,189,82,30,187,183,1933,2017,Minnesota,Timberwolves,MIN
Karl-Anthony Towns,21,82,82,3030,802,1480,0.542,101,275,0.367,701,1205,0.582,0.576,356,428,0.832,296,711,1007,220,56,103,212,241,2061,2017,Minnesota,Timberwolves,MIN
Gorgui Dieng,27,82,82,2653,332,661,0.502,16,43,0.372,316,618,0.511,0.514,136,167,0.814,188,459,647,158,88,95,107,254,816,2017,Minnesota,Timberwolves,MIN
Ricky Rubio,26,75,75,2469,261,650,0.402,60,196,0.306,201,454,0.443,0.448,254,285,0.891,68,237,305,682,128,10,195,202,836,2017,Minnesota,Timberwolves,MIN
Zach LaVine,21,47,47,1749,326,710,0.459,120,310,0.387,206,400,0.515,0.544,117,140,0.836,19,141,160,139,41,10,85,104,889,2017,Minnesota,Timberwolves,MIN
Shabazz Muhammad,24,78,1,1516,288,598,0.482,49,145,0.338,239,453,0.528,0.523,147,190,0.774,84,136,220,35,22,6,56,86,772,2017,Minnesota,Timberwolves,MIN
Kris Dunn,22,78,7,1333,118,313,0.377,21,73,0.288,97,240,0.404,0.411,36,59,0.61,24,142,166,188,78,36,89,178,293,2017,Minnesota,Timberwolves,MIN
Nemanja Bjelica,28,65,1,1190,151,356,0.424,56,177,0.316,95,179,0.531,0.503,45,61,0.738,57,187,244,79,40,20,59,154,403,2017,Minnesota,Timberwolves,MIN
Brandon Rush,31,47,33,1030,70,187,0.374,44,114,0.386,26,73,0.356,0.492,13,18,0.722,16,83,99,45,22,23,28,42,197,2017,Minnesota,Timberwolves,MIN
Tyus Jones,20,60,0,774,75,181,0.414,26,73,0.356,49,108,0.454,0.486,33,43,0.767,10,57,67,156,48,5,38,50,209,2017,Minnesota,Timberwolves,MIN
Cole Aldrich,28,62,0,531,45,86,0.523,0,0,0.0,45,86,0.523,0.523,15,22,0.682,51,107,158,25,25,23,17,85,105,2017,Minnesota,Timberwolves,MIN
Omri Casspi,28,13,0,222,19,38,0.5,2,10,0.2,17,28,0.607,0.526,5,8,0.625,6,14,20,11,13,2,10,24,45,2017,Minnesota,Timberwolves,MIN
Adreian Payne,25,18,0,135,23,54,0.426,3,15,0.2,20,39,0.513,0.454,14,19,0.737,9,24,33,7,8,7,8,32,63,2017,Minnesota,Timberwolves,MIN
Lance Stephenson,26,6,0,67,10,21,0.476,0,2,0.0,10,19,0.526,0.476,1,2,0.5,0,10,10,5,0,0,4,2,21,2017,Minnesota,Timberwolves,MIN
Jordan Hill,29,7,0,47,5,13,0.385,0,0,0.0,5,13,0.385,0.385,2,2,1.0,8,6,14,0,1,0,4,9,12,2017,Minnesota,Timberwolves,MIN
John Lucas III,34,5,0,11,1,4,0.25,0,1,0.0,1,3,0.333,0.25,0,0,0.0,0,0,0,1,2,0,0,0,2,2017,Minnesota,Timberwolves,MIN
Jordan Clarkson,24,82,19,2397,477,1071,0.445,117,356,0.329,360,715,0.503,0.5,134,168,0.798,49,197,246,213,88,8,164,150,1205,2017,Los Angeles,Lakers,LAL
Brandon Ingram,19,79,40,2279,276,686,0.402,55,187,0.294,221,499,0.443,0.442,133,214,0.621,60,256,316,166,50,36,116,158,740,2017,Los Angeles,Lakers,LAL
Julius Randle,22,74,73,2132,377,773,0.488,17,63,0.27,360,710,0.507,0.499,204,282,0.723,150,486,636,264,49,37,173,248,975,2017,Los Angeles,Lakers,LAL
D'Angelo Russell,20,63,60,1811,351,867,0.405,135,384,0.352,216,483,0.447,0.483,147,188,0.782,31,190,221,303,87,16,176,130,984,2017,Los Angeles,Lakers,LAL
Nick Young,31,60,60,1556,272,633,0.43,170,421,0.404,102,212,0.481,0.564,77,90,0.856,25,113,138,58,37,14,36,137,791,2017,Los Angeles,Lakers,LAL
Luol Deng,31,56,49,1486,164,424,0.387,51,165,0.309,113,259,0.436,0.447,46,63,0.73,63,232,295,74,48,20,43,61,425,2017,Los Angeles,Lakers,LAL
Larry Nance,24,63,7,1442,190,361,0.526,10,36,0.278,180,325,0.554,0.54,59,80,0.738,120,249,369,96,82,39,56,149,449,2017,Los Angeles,Lakers,LAL
Lou Williams,30,58,1,1403,326,734,0.444,122,317,0.385,204,417,0.489,0.527,304,344,0.884,14,118,132,183,65,11,120,67,1078,2017,Los Angeles,Lakers,LAL
Timofey Mozgov,30,54,52,1104,169,328,0.515,0,1,0.0,169,327,0.517,0.515,63,78,0.808,104,160,264,43,16,31,72,133,401,2017,Los Angeles,Lakers,LAL
Tarik Black,25,67,16,1091,150,294,0.51,1,2,0.5,149,292,0.51,0.512,82,109,0.752,144,199,343,39,29,44,58,173,383,2017,Los Angeles,Lakers,LAL
Ivica Zubac,19,38,11,609,126,238,0.529,0,3,0.0,126,235,0.536,0.529,32,49,0.653,41,118,159,30,14,33,30,66,284,2017,Los Angeles,Lakers,LAL
Thomas Robinson,25,48,1,560,105,196,0.536,0,1,0.0,105,195,0.538,0.536,31,66,0.47,84,139,223,31,26,9,46,76,241,2017,Los Angeles,Lakers,LAL
David Nwaba,24,20,2,397,47,81,0.58,1,5,0.2,46,76,0.605,0.586,25,39,0.641,17,46,63,14,13,7,11,36,120,2017,Los Angeles,Lakers,LAL
Tyler Ennis,22,22,2,392,65,144,0.451,21,54,0.389,44,90,0.489,0.524,19,22,0.864,5,21,26,52,19,2,21,29,170,2017,Los Angeles,Lakers,LAL
Corey Brewer,30,24,3,358,53,121,0.438,5,24,0.208,48,97,0.495,0.459,18,24,0.75,11,41,52,36,24,8,19,29,129,2017,Los Angeles,Lakers,LAL
José Calderón,35,24,11,292,32,77,0.416,12,34,0.353,20,43,0.465,0.494,4,4,1.0,8,34,42,51,7,1,26,22,80,2017,Los Angeles,Lakers,LAL
Marcelo Huertas,33,23,1,237,25,68,0.368,4,19,0.211,21,49,0.429,0.397,9,17,0.529,2,22,24,52,10,2,19,16,63,2017,Los Angeles,Lakers,LAL
Metta World Peace,37,25,2,160,19,68,0.279,9,38,0.237,10,30,0.333,0.346,10,16,0.625,5,15,20,11,10,2,7,18,57,2017,Los Angeles,Lakers,LAL
DeAndre Jordan,28,81,81,2570,412,577,0.714,0,2,0.0,412,575,0.717,0.714,205,425,0.482,298,816,1114,96,51,134,115,212,1029,2017,Los Angeles,Clippers,LAC
J.J. Redick,32,78,78,2198,396,890,0.445,201,468,0.429,195,422,0.462,0.558,180,202,0.891,11,160,171,110,54,13,98,125,1173,2017,Los Angeles,Clippers,LAC
Jamal Crawford,36,82,1,2157,359,870,0.413,116,322,0.36,243,548,0.443,0.479,174,203,0.857,17,112,129,214,61,14,134,115,1008,2017,Los Angeles,Clippers,LAC
Blake Griffin,27,61,61,2076,479,971,0.493,38,113,0.336,441,858,0.514,0.513,320,421,0.76,112,385,497,300,57,22,142,157,1316,2017,Los Angeles,Clippers,LAC
Austin Rivers,24,74,29,2054,323,731,0.442,111,299,0.371,212,432,0.491,0.518,132,191,0.691,20,141,161,204,48,10,115,187,889,2017,Los Angeles,Clippers,LAC
Chris Paul,31,61,61,1921,374,785,0.476,124,302,0.411,250,483,0.518,0.555,232,260,0.892,40,264,304,563,119,8,147,146,1104,2017,Los Angeles,Clippers,LAC
Luc Mbah a Moute,30,80,76,1787,191,378,0.505,43,110,0.391,148,268,0.552,0.562,59,87,0.678,44,126,170,39,81,35,46,122,484,2017,Los Angeles,Clippers,LAC
Raymond Felton,32,80,11,1700,221,514,0.43,46,144,0.319,175,370,0.473,0.475,50,64,0.781,33,185,218,191,66,22,83,125,538,2017,Los Angeles,Clippers,LAC
Marreese Speights,29,82,2,1286,244,548,0.445,103,277,0.372,141,271,0.52,0.539,120,137,0.876,88,285,373,65,23,41,69,229,711,2017,Los Angeles,Clippers,LAC
Wesley Johnson,29,68,3,810,73,200,0.365,29,118,0.246,44,82,0.537,0.438,11,17,0.647,26,155,181,23,29,30,18,83,186,2017,Los Angeles,Clippers,LAC
Brandon Bass,31,52,0,577,107,186,0.575,1,3,0.333,106,183,0.579,0.578,77,88,0.875,43,86,129,21,14,11,29,45,292,2017,Los Angeles,Clippers,LAC
Alan Anderson,34,30,0,308,30,80,0.375,14,44,0.318,16,36,0.444,0.463,12,16,0.75,3,21,24,11,3,0,7,35,86,2017,Los Angeles,Clippers,LAC
Paul Pierce,39,25,7,277,28,70,0.4,15,43,0.349,13,27,0.481,0.507,10,13,0.769,1,47,48,10,4,5,16,40,81,2017,Los Angeles,Clippers,LAC
Diamond Stone,19,7,0,24,3,13,0.231,0,0,0.0,3,13,0.231,0.231,4,4,1.0,1,5,6,0,0,1,2,5,10,2017,Los Angeles,Clippers,LAC
Brice Johnson,22,3,0,9,2,7,0.286,0,0,0.0,2,7,0.286,0.286,0,0,0.0,1,2,3,1,2,1,1,0,4,2017,Los Angeles,Clippers,LAC
Darren Collison,29,68,64,2063,340,714,0.476,73,175,0.417,267,539,0.495,0.527,147,171,0.86,23,129,152,312,67,9,114,119,900,2017,Sacramento,Kings,SAC
DeMarcus Cousins,26,55,55,1891,505,1118,0.452,95,267,0.356,410,851,0.482,0.494,423,549,0.77,115,468,583,266,75,74,207,203,1528,2017,Sacramento,Kings,SAC
Ty Lawson,29,69,24,1732,237,522,0.454,34,118,0.288,203,404,0.502,0.487,173,217,0.797,44,135,179,334,74,6,129,119,681,2017,Sacramento,Kings,SAC
Garrett Temple,30,65,21,1728,183,432,0.424,82,220,0.373,101,212,0.476,0.519,58,74,0.784,32,152,184,168,84,28,78,141,506,2017,Sacramento,Kings,SAC
Arron Afflalo,31,61,45,1580,185,420,0.44,62,151,0.411,123,269,0.457,0.514,83,93,0.892,9,116,125,78,21,6,42,104,515,2017,Sacramento,Kings,SAC
Anthony Tolliver,31,65,9,1477,155,351,0.442,90,230,0.391,65,121,0.537,0.57,61,82,0.744,51,186,237,77,34,20,56,109,461,2017,Sacramento,Kings,SAC
Willie Cauley-Stein,23,75,21,1421,255,481,0.53,0,2,0.0,255,479,0.532,0.53,101,151,0.669,85,254,339,80,53,44,69,147,611,2017,Sacramento,Kings,SAC
Kosta Koufos,27,71,62,1419,216,392,0.551,0,1,0.0,216,391,0.552,0.551,38,62,0.613,118,285,403,47,36,48,61,172,470,2017,Sacramento,Kings,SAC
Matt Barnes,36,54,13,1367,147,383,0.384,69,211,0.327,78,172,0.453,0.474,50,66,0.758,55,238,293,150,36,17,83,138,413,2017,Sacramento,Kings,SAC
Ben McLemore,23,61,26,1176,180,419,0.43,65,170,0.382,115,249,0.462,0.507,70,93,0.753,19,110,129,51,29,6,62,108,495,2017,Sacramento,Kings,SAC
Rudy Gay,30,30,30,1013,201,442,0.455,42,113,0.372,159,329,0.483,0.502,118,138,0.855,35,155,190,83,44,26,74,79,562,2017,Sacramento,Kings,SAC
Buddy Hield,24,25,18,727,142,296,0.48,59,138,0.428,83,158,0.525,0.579,35,43,0.814,16,87,103,44,20,2,53,34,378,2017,Sacramento,Kings,SAC
Skal Labissière,20,33,12,612,117,218,0.537,3,8,0.375,114,210,0.543,0.544,52,74,0.703,51,111,162,27,16,13,37,64,289,2017,Sacramento,Kings,SAC
Omri Casspi,28,22,2,397,53,117,0.453,11,29,0.379,42,88,0.477,0.5,12,21,0.571,20,70,90,26,10,1,17,23,129,2017,Sacramento,Kings,SAC
Langston Galloway,25,19,2,375,42,104,0.404,19,40,0.475,23,64,0.359,0.495,11,12,0.917,7,28,35,28,6,1,18,20,114,2017,Sacramento,Kings,SAC
Georgios Papagiannis,19,22,0,355,56,102,0.549,0,2,0.0,56,100,0.56,0.549,12,14,0.857,24,62,86,20,3,17,24,44,124,2017,Sacramento,Kings,SAC
Tyreke Evans,27,14,6,314,59,143,0.413,21,48,0.438,38,95,0.4,0.486,24,34,0.706,7,44,51,33,12,5,22,19,163,2017,Sacramento,Kings,SAC
Malachi Richardson,21,22,0,198,28,68,0.412,8,28,0.286,20,40,0.5,0.471,15,19,0.789,3,20,23,11,5,1,8,23,79,2017,Sacramento,Kings,SAC
Jordan Farmar,30,2,0,35,4,12,0.333,4,9,0.444,0,3,0.0,0.5,0,0,0.0,1,2,3,9,2,0,3,1,12,2017,Sacramento,Kings,SAC
Devin Booker,20,78,78,2730,606,1431,0.423,147,405,0.363,459,1026,0.447,0.475,367,441,0.832,46,203,249,268,72,21,241,242,1726,2017,Phoenix,Suns,PHO
Eric Bledsoe,27,66,66,2176,449,1034,0.434,104,310,0.335,345,724,0.477,0.485,388,458,0.847,52,268,320,418,91,31,224,164,1390,2017,Phoenix,Suns,PHO
T.J. Warren,23,66,59,2048,403,814,0.495,26,98,0.265,377,716,0.527,0.511,119,154,0.773,125,214,339,75,76,39,57,175,951,2017,Phoenix,Suns,PHO
Marquese Chriss,19,82,75,1743,284,632,0.449,72,224,0.321,212,408,0.52,0.506,113,181,0.624,96,252,348,60,67,70,108,263,753,2017,Phoenix,Suns,PHO
P.J. Tucker,31,57,17,1627,147,354,0.415,46,136,0.338,101,218,0.463,0.48,61,77,0.792,94,248,342,73,85,14,52,143,401,2017,Phoenix,Suns,PHO
Alex Len,23,77,34,1560,230,463,0.497,3,12,0.25,227,451,0.503,0.5,150,208,0.721,156,354,510,44,38,98,102,242,613,2017,Phoenix,Suns,PHO
Jared Dudley,31,64,7,1362,157,346,0.454,77,203,0.379,80,143,0.559,0.565,43,65,0.662,31,194,225,121,42,16,73,154,434,2017,Phoenix,Suns,PHO
Tyson Chandler,34,47,46,1298,153,228,0.671,0,0,0.0,153,228,0.671,0.671,91,124,0.734,153,386,539,30,33,24,65,126,397,2017,Phoenix,Suns,PHO
Brandon Knight,25,54,5,1140,209,525,0.398,45,139,0.324,164,386,0.425,0.441,132,154,0.857,25,93,118,130,27,5,88,87,595,2017,Phoenix,Suns,PHO
Tyler Ulis,21,61,15,1123,184,437,0.421,21,79,0.266,163,358,0.455,0.445,55,71,0.775,20,75,95,226,48,5,77,73,444,2017,Phoenix,Suns,PHO
Leandro Barbosa,34,67,0,963,172,392,0.439,35,98,0.357,137,294,0.466,0.483,40,45,0.889,15,89,104,81,31,8,48,82,419,2017,Phoenix,Suns,PHO
Alan Williams,24,47,0,708,138,267,0.517,0,1,0.0,138,266,0.519,0.517,70,112,0.625,94,198,292,23,27,32,37,125,346,2017,Phoenix,Suns,PHO
Dragan Bender,19,43,0,574,57,161,0.354,28,101,0.277,29,60,0.483,0.441,4,11,0.364,23,80,103,23,10,22,32,74,146,2017,Phoenix,Suns,PHO
Derrick Jones,19,32,8,545,68,121,0.562,3,11,0.273,65,110,0.591,0.574,29,41,0.707,39,40,79,12,14,13,13,63,168,2017,Phoenix,Suns,PHO
Ronnie Price,33,14,0,134,4,24,0.167,3,17,0.176,1,7,0.143,0.229,3,4,0.75,3,8,11,18,11,1,3,14,14,2017,Phoenix,Suns,PHO
Jarell Eddie,25,5,0,62,6,19,0.316,4,16,0.25,2,3,0.667,0.421,8,9,0.889,1,6,7,0,1,0,1,1,24,2017,Phoenix,Suns,PHO
Elijah Millsap,29,2,0,23,1,7,0.143,0,2,0.0,1,5,0.2,0.143,1,2,0.5,3,3,6,1,0,0,2,2,3,2017,Phoenix,Suns,PHO
John Jenkins,25,4,0,13,2,5,0.4,1,2,0.5,1,3,0.333,0.5,2,2,1.0,0,1,1,1,0,0,0,0,7,2017,Phoenix,Suns,PHO
Klay Thompson,26,78,78,2649,644,1376,0.468,268,647,0.414,376,729,0.516,0.565,186,218,0.853,49,236,285,160,66,40,128,139,1742,2017,Golden State,Warriors,GSW
Stephen Curry,28,79,79,2638,675,1443,0.468,324,789,0.411,351,654,0.537,0.58,325,362,0.898,61,292,353,524,142,17,239,183,1999,2017,Golden State,Warriors,GSW
Draymond Green,26,76,76,2471,272,650,0.418,81,263,0.308,191,387,0.494,0.481,151,213,0.709,98,501,599,533,154,106,184,217,776,2017,Golden State,Warriors,GSW
Kevin Durant,28,62,62,2070,551,1026,0.537,117,312,0.375,434,714,0.608,0.594,336,384,0.875,39,474,513,300,66,99,138,117,1555,2017,Golden State,Warriors,GSW
Andre Iguodala,33,76,0,1998,219,415,0.528,64,177,0.362,155,238,0.651,0.605,72,102,0.706,51,253,304,261,76,39,58,97,574,2017,Golden State,Warriors,GSW
Shaun Livingston,31,76,3,1345,173,316,0.547,1,3,0.333,172,313,0.55,0.549,42,60,0.7,28,123,151,139,38,20,62,120,389,2017,Golden State,Warriors,GSW
Zaza Pachulia,32,70,70,1268,164,307,0.534,0,2,0.0,164,305,0.538,0.534,98,126,0.778,140,270,410,132,59,33,87,166,426,2017,Golden State,Warriors,GSW
Ian Clark,25,77,0,1137,211,433,0.487,61,163,0.374,150,270,0.556,0.558,44,58,0.759,22,99,121,90,39,8,55,77,527,2017,Golden State,Warriors,GSW
Patrick McCaw,21,71,20,1074,106,245,0.433,41,123,0.333,65,122,0.533,0.516,29,37,0.784,21,79,100,77,32,15,36,62,282,2017,Golden State,Warriors,GSW
David West,36,68,0,854,135,252,0.536,3,8,0.375,132,244,0.541,0.542,43,56,0.768,47,156,203,151,42,48,78,105,316,2017,Golden State,Warriors,GSW
JaVale McGee,29,77,10,739,208,319,0.652,0,3,0.0,208,316,0.658,0.652,56,111,0.505,100,144,244,17,19,67,40,109,472,2017,Golden State,Warriors,GSW
James Michael McAdoo,24,52,2,457,62,117,0.53,2,8,0.25,60,109,0.55,0.538,21,42,0.5,34,57,91,18,18,29,19,47,147,2017,Golden State,Warriors,GSW
Kevon Looney,20,53,4,447,56,107,0.523,2,9,0.222,54,98,0.551,0.533,21,34,0.618,44,80,124,29,15,17,17,64,135,2017,Golden State,Warriors,GSW
Matt Barnes,36,20,5,410,38,90,0.422,18,52,0.346,20,38,0.526,0.522,20,23,0.87,15,76,91,45,12,9,24,47,114,2017,Golden State,Warriors,GSW
Anderson Varejão,34,14,1,92,5,14,0.357,0,0,0.0,5,14,0.357,0.357,8,11,0.727,12,15,27,10,3,3,8,16,18,2017,Golden State,Warriors,GSW
Damian Jones,21,10,0,85,8,16,0.5,0,0,0.0,8,16,0.5,0.5,3,10,0.3,9,14,23,0,1,4,6,15,19,2017,Golden State,Warriors,GSW
Briante Weber,24,7,0,46,5,14,0.357,0,3,0.0,5,11,0.455,0.357,2,3,0.667,0,4,4,5,3,1,3,4,12,2017,Golden State,Warriors,GSW
James Harden,27,81,81,2947,674,1533,0.44,262,756,0.347,412,777,0.53,0.525,746,881,0.847,95,564,659,907,121,38,464,215,2356,2017,Houston,Rockets,HOU
Trevor Ariza,31,80,80,2773,326,798,0.409,191,555,0.344,135,243,0.556,0.528,93,126,0.738,54,404,458,175,147,20,73,133,936,2017,Houston,Rockets,HOU
Eric Gordon,28,75,15,2323,412,1016,0.406,246,661,0.372,166,355,0.468,0.527,147,175,0.84,29,172,201,188,48,41,121,150,1217,2017,Houston,Rockets,HOU
Ryan Anderson,28,72,72,2116,323,773,0.418,204,506,0.403,119,267,0.446,0.55,129,150,0.86,112,218,330,68,31,14,55,142,979,2017,Houston,Rockets,HOU
Patrick Beverley,28,67,67,2058,228,543,0.42,110,288,0.382,118,255,0.463,0.521,73,95,0.768,95,298,393,281,99,25,100,222,639,2017,Houston,Rockets,HOU
Clint Capela,22,65,59,1551,362,563,0.643,0,0,0.0,362,563,0.643,0.643,94,177,0.531,178,348,526,63,34,79,87,179,818,2017,Houston,Rockets,HOU
Sam Dekker,22,77,2,1419,203,429,0.473,60,187,0.321,143,242,0.591,0.543,38,68,0.559,94,190,284,76,38,21,41,83,504,2017,Houston,Rockets,HOU
Nenê Hilário,34,67,8,1198,245,397,0.617,3,9,0.333,242,388,0.624,0.621,116,197,0.589,95,187,282,65,56,39,73,163,609,2017,Houston,Rockets,HOU
Montrezl Harrell,23,58,14,1064,225,345,0.652,1,7,0.143,224,338,0.663,0.654,76,121,0.628,81,138,219,64,20,42,44,126,527,2017,Houston,Rockets,HOU
Corey Brewer,30,58,8,923,94,227,0.414,22,94,0.234,72,133,0.541,0.463,32,44,0.727,21,93,114,61,37,12,36,104,242,2017,Houston,Rockets,HOU
Lou Williams,30,23,0,591,102,264,0.386,41,129,0.318,61,135,0.452,0.464,98,113,0.867,12,58,70,56,15,9,40,25,343,2017,Houston,Rockets,HOU
K.J. McDaniels,23,29,0,212,31,68,0.456,9,27,0.333,22,41,0.537,0.522,9,10,0.9,6,24,30,4,7,8,10,24,80,2017,Houston,Rockets,HOU
Tyler Ennis,22,31,0,196,25,64,0.391,6,16,0.375,19,48,0.396,0.438,2,3,0.667,4,15,19,34,6,0,24,29,58,2017,Houston,Rockets,HOU
Troy Williams,22,6,3,139,22,44,0.5,8,21,0.381,14,23,0.609,0.591,6,7,0.857,9,15,24,6,3,1,6,18,58,2017,Houston,Rockets,HOU
Bobby Brown,32,25,0,123,23,60,0.383,14,35,0.4,9,25,0.36,0.5,2,2,1.0,0,6,6,14,1,0,5,5,62,2017,Houston,Rockets,HOU
Chinanu Onuaku,20,5,1,52,5,7,0.714,0,0,0.0,5,7,0.714,0.714,4,4,1.0,2,8,10,3,3,1,4,6,14,2017,Houston,Rockets,HOU
Isaiah Taylor,22,4,0,52,1,7,0.143,0,2,0.0,1,5,0.2,0.143,1,2,0.5,1,2,3,3,1,1,0,6,3,2017,Houston,Rockets,HOU
Kyle Wiltjer,24,14,0,44,4,14,0.286,4,13,0.308,0,1,0.0,0.429,1,2,0.5,4,6,10,2,3,1,5,4,13,2017,Houston,Rockets,HOU
Harrison Barnes,24,79,79,2803,599,1280,0.468,78,222,0.351,521,1058,0.492,0.498,242,281,0.861,93,301,394,116,65,15,102,128,1518,2017,Dallas,Mavericks,DAL
Wesley Matthews,30,73,73,2495,333,847,0.393,174,479,0.363,159,368,0.432,0.496,146,179,0.816,18,241,259,210,77,15,102,161,986,2017,Dallas,Mavericks,DAL
Seth Curry,26,70,42,2029,338,703,0.481,137,322,0.425,201,381,0.528,0.578,85,100,0.85,25,154,179,189,79,7,92,126,898,2017,Dallas,Mavericks,DAL
Dorian Finney-Smith,23,81,35,1642,124,333,0.372,56,191,0.293,68,142,0.479,0.456,46,61,0.754,55,167,222,67,52,25,45,125,350,2017,Dallas,Mavericks,DAL
Dirk Nowitzki,38,54,54,1424,296,678,0.437,79,209,0.378,217,469,0.463,0.495,98,112,0.875,23,330,353,82,30,38,51,113,769,2017,Dallas,Mavericks,DAL
Dwight Powell,25,77,3,1333,194,377,0.515,21,74,0.284,173,303,0.571,0.542,107,141,0.759,93,213,306,49,61,39,34,135,516,2017,Dallas,Mavericks,DAL
Deron Williams,32,40,40,1171,195,453,0.43,63,181,0.348,132,272,0.485,0.5,69,84,0.821,13,89,102,274,25,2,98,96,522,2017,Dallas,Mavericks,DAL
